"m_id","temperature","humidity","m_name","winddirection","windspeed","m_date","lat","lot"
"334",,,"WT7","193.5","2.1","2023-04-11 10:43:02","35.455727","129.329498"
"335",,,"WT8","256.25","4.18","2023-04-11 10:43:02","35.456108","129.3302"
"336",,,"WT1","313.42","2.35","2023-04-11 10:41:56","35.456703","129.328354"
"337",,,"WT2","254.45","2.62","2023-04-11 10:41:56","35.456997","129.328217"
"338",,,"WT3","273.5","2.9","2023-04-11 10:41:56","35.456944","129.326667"
"339",,,"WT4","226.96","3.75","2023-04-11 10:41:56","35.455063","129.327988"
"340",,,"WT5","258.78","3.07","2023-04-11 10:41:56","35.45512","129.330215"
"341",,,"WT6","17.35","1.53","2023-04-11 10:41:56","35.455124","129.330612"
"342",,,"WT7","222.52","2.2","2023-04-11 10:41:56","35.455727","129.329498"
"343",,,"WT8","250.81","2.68","2023-04-11 10:41:56","35.456108","129.3302"
"344",,,"WT1","302.53","2.68","2023-04-11 10:40:50","35.456703","129.328354"
"345",,,"WT2","207","2.35","2023-04-11 10:40:50","35.456997","129.328217"
"346",,,"WT3","180.08","3.6","2023-04-11 10:40:50","35.456944","129.326667"
"347",,,"WT4","208.05","2.37","2023-04-11 10:40:50","35.455063","129.327988"
"348",,,"WT5","211.87","6.15","2023-04-11 10:40:50","35.45512","129.330215"
"349",,,"WT6","280.34","5.63","2023-04-11 10:40:50","35.455124","129.330612"
"350",,,"WT7","192.66","3.03","2023-04-11 10:40:50","35.455727","129.329498"
"351",,,"WT8","287.5","1.65","2023-04-11 10:40:50","35.456108","129.3302"
"352",,,"WT1","310","3.4","2023-04-11 10:39:44","35.456703","129.328354"
"353",,,"WT2","242","1.05","2023-04-11 10:39:44","35.456997","129.328217"
"354",,,"WT3","254.07","3.2","2023-04-11 10:39:44","35.456944","129.326667"
"355",,,"WT4","349","4.4","2023-04-11 10:39:44","35.455063","129.327988"
"356",,,"WT5","232.13","5.4","2023-04-11 10:39:44","35.45512","129.330215"
"357",,,"WT6","281.25","5.02","2023-04-11 10:39:44","35.455124","129.330612"
"358",,,"WT7","230.29","2.43","2023-04-11 10:39:44","35.455727","129.329498"
"359",,,"WT8","240.93","3.9","2023-04-11 10:39:44","35.456108","129.3302"
"360",,,"WT1","306.54","4.58","2023-04-11 10:38:38","35.456703","129.328354"
"361",,,"WT2","219.22","1.97","2023-04-11 10:38:38","35.456997","129.328217"
"362",,,"WT3","256.38","2.82","2023-04-11 10:38:38","35.456944","129.326667"
"363",,,"WT4","238.25","5.35","2023-04-11 10:38:38","35.455063","129.327988"
"364",,,"WT5","87","3.8","2023-04-11 10:38:38","35.45512","129.330215"
"365",,,"WT6","283.25","5.42","2023-04-11 10:38:38","35.455124","129.330612"
"366",,,"WT7","221.17","2.62","2023-04-11 10:38:38","35.455727","129.329498"
"367",,,"WT8","257.91","3.97","2023-04-11 10:38:38","35.456108","129.3302"
"368",,,"WT1","311.26","5.6","2023-04-11 10:37:32","35.456703","129.328354"
"369",,,"WT2","240.12","1.53","2023-04-11 10:37:32","35.456997","129.328217"
"370",,,"WT3","239.02","5.2","2023-04-11 10:37:32","35.456944","129.326667"
"371",,,"WT4","257.38","4.93","2023-04-11 10:37:32","35.455063","129.327988"
"372",,,"WT5","278.5","2.4","2023-04-11 10:37:32","35.45512","129.330215"
"373",,,"WT6","279.5","1.85","2023-04-11 10:37:32","35.455124","129.330612"
"374",,,"WT7","214","2.65","2023-04-11 10:37:32","35.455727","129.329498"
"375",,,"WT8","219.77","3.23","2023-04-11 10:37:32","35.456108","129.3302"
"376",,,"WT1","246.57","6.7","2023-04-11 10:36:26","35.456703","129.328354"
"377",,,"WT2","242.22","4.1","2023-04-11 10:36:26","35.456997","129.328217"
"378",,,"WT3","185.22","3.4","2023-04-11 10:36:26","35.456944","129.326667"
"379",,,"WT4","247.47","3.17","2023-04-11 10:36:26","35.455063","129.327988"
"380",,,"WT5","230.99","4.4","2023-04-11 10:36:26","35.45512","129.330215"
"381",,,"WT6","300.5","2.9","2023-04-11 10:36:26","35.455124","129.330612"
"382",,,"WT7","225.94","2.05","2023-04-11 10:36:26","35.455727","129.329498"
"383",,,"WT8","265.36","3.02","2023-04-11 10:36:26","35.456108","129.3302"
"384",,,"WT1","296.57","2.58","2023-04-11 10:35:20","35.456703","129.328354"
"385",,,"WT2","233.5","3.75","2023-04-11 10:35:20","35.456997","129.328217"
"386",,,"WT3","242.83","2.28","2023-04-11 10:35:20","35.456944","129.326667"
"387",,,"WT4","135.5","1.4","2023-04-11 10:35:20","35.455063","129.327988"
"388",,,"WT5","255.03","3.17","2023-04-11 10:35:20","35.45512","129.330215"
"389",,,"WT6","307","4.15","2023-04-11 10:35:20","35.455124","129.330612"
"390",,,"WT7","220.89","3.2","2023-04-11 10:35:20","35.455727","129.329498"
"391",,,"WT8","289","3.6","2023-04-11 10:35:20","35.456108","129.3302"
"392",,,"WT1","218","1.65","2023-04-11 10:34:14","35.456703","129.328354"
"393",,,"WT2","242.68","1.33","2023-04-11 10:34:14","35.456997","129.328217"
"394",,,"WT3","172.8","3.37","2023-04-11 10:34:14","35.456944","129.326667"
"395",,,"WT4","223","2","2023-04-11 10:34:14","35.455063","129.327988"
"396",,,"WT5","230.34","4.87","2023-04-11 10:34:14","35.45512","129.330215"
"397",,,"WT6","282.78","3.12","2023-04-11 10:34:14","35.455124","129.330612"
"398",,,"WT7","225.86","2.8","2023-04-11 10:34:14","35.455727","129.329498"
"399",,,"WT8","211.34","1.87","2023-04-11 10:34:14","35.456108","129.3302"
"400",,,"WT1","317","4","2023-04-11 10:33:08","35.456703","129.328354"
"401",,,"WT2","231.1","2.47","2023-04-11 10:33:08","35.456997","129.328217"
"402",,,"WT3","180.31","2.92","2023-04-11 10:33:08","35.456944","129.326667"
"403",,,"WT4","343","0.9","2023-04-11 10:33:08","35.455063","129.327988"
"404",,,"WT5","241.11","4.77","2023-04-11 10:33:08","35.45512","129.330215"
"405",,,"WT6","299.97","2.93","2023-04-11 10:33:08","35.455124","129.330612"
"406",,,"WT7","250.31","2.7","2023-04-11 10:33:08","35.455727","129.329498"
"407",,,"WT8","239","2.1","2023-04-11 10:33:08","35.456108","129.3302"
"408",,,"WT1","305.56","2","2023-04-11 10:32:02","35.456703","129.328354"
"409",,,"WT2","253.05","1.97","2023-04-11 10:32:02","35.456997","129.328217"
"410",,,"WT3","186.36","1.97","2023-04-11 10:32:02","35.456944","129.326667"
"411",,,"WT4","292.49","1.93","2023-04-11 10:32:02","35.455063","129.327988"
"412",,,"WT5","218.26","4.33","2023-04-11 10:32:02","35.45512","129.330215"
"413",,,"WT6","280","3.8","2023-04-11 10:32:02","35.455124","129.330612"
"414",,,"WT7","229.97","1.98","2023-04-11 10:32:02","35.455727","129.329498"
"415",,,"WT8","212.48","2.22","2023-04-11 10:32:02","35.456108","129.3302"
"416",,,"WT1","308.97","2.6","2023-04-11 10:30:56","35.456703","129.328354"
"417",,,"WT2","251.24","2.27","2023-04-11 10:30:56","35.456997","129.328217"
"418",,,"WT3","217.76","2.07","2023-04-11 10:30:56","35.456944","129.326667"
"419",,,"WT4","251.95","3.1","2023-04-11 10:30:56","35.455063","129.327988"
"420",,,"WT5","254.99","3.4","2023-04-11 10:30:56","35.45512","129.330215"
"421",,,"WT6","285.5","3.75","2023-04-11 10:30:56","35.455124","129.330612"
"422",,,"WT7","204.13","2.98","2023-04-11 10:30:56","35.455727","129.329498"
"423",,,"WT8","224.59","1.82","2023-04-11 10:30:56","35.456108","129.3302"
"424",,,"WT1","307.2","2.74","2023-04-11 10:29:50","35.456703","129.328354"
"425",,,"WT2","233.67","3.1","2023-04-11 10:29:50","35.456997","129.328217"
"426",,,"WT3","180.5","2.7","2023-04-11 10:29:50","35.456944","129.326667"
"427",,,"WT4","238.42","1.57","2023-04-11 10:29:50","35.455063","129.327988"
"428",,,"WT5","218.5","3.78","2023-04-11 10:29:50","35.45512","129.330215"
"429",,,"WT6","252","3.6","2023-04-11 10:29:50","35.455124","129.330612"
"430",,,"WT7","236","1.6","2023-04-11 10:29:50","35.455727","129.329498"
"431",,,"WT8","270.5","3.05","2023-04-11 10:29:50","35.456108","129.3302"
"432",,,"WT1","314.19","2.8","2023-04-11 10:28:44","35.456703","129.328354"
"433",,,"WT2","225.33","3.43","2023-04-11 10:28:44","35.456997","129.328217"
"434",,,"WT3","239","3.1","2023-04-11 10:28:44","35.456944","129.326667"
"435",,,"WT4","242.01","3.8","2023-04-11 10:28:44","35.455063","129.327988"
"436",,,"WT5","224.06","3.75","2023-04-11 10:28:44","35.45512","129.330215"
"437",,,"WT6","254.45","3.22","2023-04-11 10:28:44","35.455124","129.330612"
"438",,,"WT7","193.96","2.43","2023-04-11 10:28:44","35.455727","129.329498"
"439",,,"WT8","244.24","3.47","2023-04-11 10:28:44","35.456108","129.3302"
"440",,,"WT1","200.27","2.8","2023-04-11 10:27:38","35.456703","129.328354"
"441",,,"WT2","216.44","3.4","2023-04-11 10:27:38","35.456997","129.328217"
"442",,,"WT3","257.25","1.68","2023-04-11 10:27:38","35.456944","129.326667"
"443",,,"WT4","252.5","2.15","2023-04-11 10:27:38","35.455063","129.327988"
"444",,,"WT5","249","3.1","2023-04-11 10:27:38","35.45512","129.330215"
"445",,,"WT6","303","1.75","2023-04-11 10:27:38","35.455124","129.330612"
"446",,,"WT7","226.07","2.9","2023-04-11 10:27:38","35.455727","129.329498"
"447",,,"WT8","290.49","3.4","2023-04-11 10:27:38","35.456108","129.3302"
"448",,,"WT1","206.64","4.27","2023-04-11 10:26:32","35.456703","129.328354"
"449",,,"WT2","103.5","1","2023-04-11 10:26:32","35.456997","129.328217"
"450",,,"WT3","240.14","2.23","2023-04-11 10:26:32","35.456944","129.326667"
"451",,,"WT4","296","2.9","2023-04-11 10:26:32","35.455063","129.327988"
"452",,,"WT5","223.89","4.65","2023-04-11 10:26:32","35.45512","129.330215"
"453",,,"WT6","299.51","2.92","2023-04-11 10:26:32","35.455124","129.330612"
"454",,,"WT7","199.91","2.37","2023-04-11 10:26:32","35.455727","129.329498"
"455",,,"WT8","230.27","2.2","2023-04-11 10:26:32","35.456108","129.3302"
"456",,,"WT1","221.32","3.08","2023-04-11 10:25:26","35.456703","129.328354"
"457",,,"WT2","210.76","2.2","2023-04-11 10:25:26","35.456997","129.328217"
"458",,,"WT3","268.16","1.65","2023-04-11 10:25:26","35.456944","129.326667"
"459",,,"WT4","165","1.8","2023-04-11 10:25:26","35.455063","129.327988"
"460",,,"WT5","223.74","6.32","2023-04-11 10:25:26","35.45512","129.330215"
"461",,,"WT6","291.05","2.97","2023-04-11 10:25:26","35.455124","129.330612"
"462",,,"WT7","205.59","3.32","2023-04-11 10:25:26","35.455727","129.329498"
"463",,,"WT8","203.97","3.47","2023-04-11 10:25:26","35.456108","129.3302"
"464",,,"WT1","271.95","2.62","2023-04-11 10:24:20","35.456703","129.328354"
"465",,,"WT2","239.75","2.28","2023-04-11 10:24:20","35.456997","129.328217"
"466",,,"WT3","267.19","2.42","2023-04-11 10:24:20","35.456944","129.326667"
"467",,,"WT4","321","2.2","2023-04-11 10:24:20","35.455063","129.327988"
"468",,,"WT5","214.01","5.25","2023-04-11 10:24:20","35.45512","129.330215"
"469",,,"WT6","266.11","3.63","2023-04-11 10:24:20","35.455124","129.330612"
"470",,,"WT7","223.92","3.42","2023-04-11 10:24:20","35.455727","129.329498"
"471",,,"WT8","191.46","2.63","2023-04-11 10:24:20","35.456108","129.3302"
"472",,,"WT1","327","1.6","2023-04-11 10:23:14","35.456703","129.328354"
"473",,,"WT2","238.27","5.37","2023-04-11 10:23:14","35.456997","129.328217"
"474",,,"WT3","187.18","2.8","2023-04-11 10:23:14","35.456944","129.326667"
"475",,,"WT4","65","1.6","2023-04-11 10:23:14","35.455063","129.327988"
"476",,,"WT5","252.27","3.6","2023-04-11 10:23:14","35.45512","129.330215"
"477",,,"WT6","296.85","3.6","2023-04-11 10:23:14","35.455124","129.330612"
"478",,,"WT7","228.53","2.62","2023-04-11 10:23:14","35.455727","129.329498"
"479",,,"WT8","249.53","3.43","2023-04-11 10:23:14","35.456108","129.3302"
"480",,,"WT1","235.39","2.9","2023-04-11 10:22:08","35.456703","129.328354"
"481",,,"WT2","253","2.4","2023-04-11 10:22:08","35.456997","129.328217"
"482",,,"WT3","242.14","1.64","2023-04-11 10:22:08","35.456944","129.326667"
"483",,,"WT4","258","3","2023-04-11 10:22:08","35.455063","129.327988"
"484",,,"WT5","227.34","5.33","2023-04-11 10:22:08","35.45512","129.330215"
"485",,,"WT6","282.48","5.55","2023-04-11 10:22:08","35.455124","129.330612"
"486",,,"WT7","202.58","3.13","2023-04-11 10:22:08","35.455727","129.329498"
"487",,,"WT8","233.34","1.77","2023-04-11 10:22:08","35.456108","129.3302"
"488",,,"WT1","201.3","3.77","2023-04-11 10:21:02","35.456703","129.328354"
"489",,,"WT2","225.62","2.17","2023-04-11 10:21:02","35.456997","129.328217"
"490",,,"WT3","221.5","2.55","2023-04-11 10:21:02","35.456944","129.326667"
"491",,,"WT4","295","2.8","2023-04-11 10:21:02","35.455063","129.327988"
"492",,,"WT5","237.93","8.65","2023-04-11 10:21:02","35.45512","129.330215"
"493",,,"WT6","258.52","4.82","2023-04-11 10:21:02","35.455124","129.330612"
"494",,,"WT7","234.32","2.92","2023-04-11 10:21:02","35.455727","129.329498"
"495",,,"WT8","233.66","3.3","2023-04-11 10:21:02","35.456108","129.3302"
"496",,,"WT1","306.8","2.95","2023-04-11 10:19:56","35.456703","129.328354"
"497",,,"WT2","205","3.7","2023-04-11 10:19:56","35.456997","129.328217"
"498",,,"WT3","141.5","3.7","2023-04-11 10:19:56","35.456944","129.326667"
"499",,,"WT4","240.5","5.45","2023-04-11 10:19:56","35.455063","129.327988"
"500",,,"WT5","216.88","3.3","2023-04-11 10:19:56","35.45512","129.330215"
"501",,,"WT6","243","2.8","2023-04-11 10:19:56","35.455124","129.330612"
"502",,,"WT7","212.7","1.62","2023-04-11 10:19:56","35.455727","129.329498"
"503",,,"WT8","249.28","3.27","2023-04-11 10:19:56","35.456108","129.3302"
"504",,,"WT1","314.75","2.98","2023-04-11 10:18:50","35.456703","129.328354"
"505",,,"WT2","281","2.3","2023-04-11 10:18:50","35.456997","129.328217"
"506",,,"WT3","264.5","3.23","2023-04-11 10:18:50","35.456944","129.326667"
"507",,,"WT4","351","0.7","2023-04-11 10:18:50","35.455063","129.327988"
"508",,,"WT5","230.5","5.32","2023-04-11 10:18:50","35.45512","129.330215"
"509",,,"WT6","275.86","4.17","2023-04-11 10:18:50","35.455124","129.330612"
"510",,,"WT7","189.3","2.38","2023-04-11 10:18:50","35.455727","129.329498"
"511",,,"WT8","244","4.15","2023-04-11 10:18:50","35.456108","129.3302"
"512",,,"WT1","220.97","4.9","2023-04-11 10:17:44","35.456703","129.328354"
"513",,,"WT2","289.5","1.4","2023-04-11 10:17:44","35.456997","129.328217"
"514",,,"WT3","193.8","4.53","2023-04-11 10:17:44","35.456944","129.326667"
"515",,,"WT4","321","3.6","2023-04-11 10:17:44","35.455063","129.327988"
"516",,,"WT5","232.25","7.05","2023-04-11 10:17:44","35.45512","129.330215"
"517",,,"WT6","277.57","5.9","2023-04-11 10:17:44","35.455124","129.330612"
"518",,,"WT7","207.79","4.82","2023-04-11 10:17:44","35.455727","129.329498"
"519",,,"WT8","183.97","3.47","2023-04-11 10:17:44","35.456108","129.3302"
"520",,,"WT1","296.93","4.18","2023-04-11 10:16:38","35.456703","129.328354"
"521",,,"WT2","122.5","1.5","2023-04-11 10:16:38","35.456997","129.328217"
"522",,,"WT3","261.44","2.72","2023-04-11 10:16:38","35.456944","129.326667"
"523",,,"WT4","230.87","5.1","2023-04-11 10:16:38","35.455063","129.327988"
"524",,,"WT5","230.07","8.3","2023-04-11 10:16:38","35.45512","129.330215"
"525",,,"WT6","280.38","5.43","2023-04-11 10:16:38","35.455124","129.330612"
"526",,,"WT7","170","3.13","2023-04-11 10:16:38","35.455727","129.329498"
"527",,,"WT8","272.36","3.65","2023-04-11 10:16:38","35.456108","129.3302"
"528",,,"WT1","309.67","5.5","2023-04-11 10:15:32","35.456703","129.328354"
"529",,,"WT2","309.77","1.68","2023-04-11 10:15:32","35.456997","129.328217"
"530",,,"WT3","233.02","4.8","2023-04-11 10:15:32","35.456944","129.326667"
"531",,,"WT4","244.44","5.38","2023-04-11 10:15:32","35.455063","129.327988"
"532",,,"WT5","221.32","4.3","2023-04-11 10:15:32","35.45512","129.330215"
"533",,,"WT6","281.15","4.05","2023-04-11 10:15:32","35.455124","129.330612"
"534",,,"WT7","222.42","4.13","2023-04-11 10:15:32","35.455727","129.329498"
"535",,,"WT8","250.28","5.1","2023-04-11 10:15:32","35.456108","129.3302"
"536",,,"WT1","232.34","2.37","2023-04-11 10:14:26","35.456703","129.328354"
"537",,,"WT2","277.1","1.4","2023-04-11 10:14:26","35.456997","129.328217"
"538",,,"WT3","263.5","3.35","2023-04-11 10:14:26","35.456944","129.326667"
"539",,,"WT4","222.41","5.75","2023-04-11 10:14:26","35.455063","129.327988"
"540",,,"WT5","237.17","5.3","2023-04-11 10:14:26","35.45512","129.330215"
"541",,,"WT6","274.41","5","2023-04-11 10:14:26","35.455124","129.330612"
"542",,,"WT7","202.01","2.42","2023-04-11 10:14:26","35.455727","129.329498"
"543",,,"WT8","240.03","2.5","2023-04-11 10:14:26","35.456108","129.3302"
"544",,,"WT1","300.11","4.6","2023-04-11 10:13:20","35.456703","129.328354"
"545",,,"WT2","225","4.3","2023-04-11 10:13:20","35.456997","129.328217"
"546",,,"WT3","229.16","3.72","2023-04-11 10:13:20","35.456944","129.326667"
"547",,,"WT4","211","5.65","2023-04-11 10:13:20","35.455063","129.327988"
"548",,,"WT5","229.75","8.95","2023-04-11 10:13:20","35.45512","129.330215"
"549",,,"WT6","266.72","6.95","2023-04-11 10:13:20","35.455124","129.330612"
"550",,,"WT7","225.51","3.15","2023-04-11 10:13:20","35.455727","129.329498"
"551",,,"WT8","228.31","3.17","2023-04-11 10:13:20","35.456108","129.3302"
"552",,,"WT1","299.01","2.17","2023-04-11 10:12:14","35.456703","129.328354"
"553",,,"WT2","232.83","3.28","2023-04-11 10:12:14","35.456997","129.328217"
"554",,,"WT3","257.55","2.8","2023-04-11 10:12:14","35.456944","129.326667"
"555",,,"WT4","351.5","1.7","2023-04-11 10:12:14","35.455063","129.327988"
"556",,,"WT5","231.73","8.22","2023-04-11 10:12:14","35.45512","129.330215"
"557",,,"WT6","272.84","6.1","2023-04-11 10:12:14","35.455124","129.330612"
"558",,,"WT7","198.4","3.2","2023-04-11 10:12:14","35.455727","129.329498"
"559",,,"WT8","236.11","3.9","2023-04-11 10:12:14","35.456108","129.3302"
"560",,,"WT1","331.33","4.67","2023-04-11 10:11:08","35.456703","129.328354"
"561",,,"WT2","234.53","4.12","2023-04-11 10:11:08","35.456997","129.328217"
"562",,,"WT3","242.5","3.4","2023-04-11 10:11:08","35.456944","129.326667"
"563",,,"WT4","218","1.9","2023-04-11 10:11:08","35.455063","129.327988"
"564",,,"WT5","225.53","3.77","2023-04-11 10:11:08","35.45512","129.330215"
"565",,,"WT6","284.98","5","2023-04-11 10:11:08","35.455124","129.330612"
"566",,,"WT7","201.99","4.53","2023-04-11 10:11:08","35.455727","129.329498"
"567",,,"WT8","235.74","4.1","2023-04-11 10:11:08","35.456108","129.3302"
"568",,,"WT1","220","2.8","2023-04-11 10:10:02","35.456703","129.328354"
"569",,,"WT2","212.16","1.87","2023-04-11 10:10:02","35.456997","129.328217"
"570",,,"WT3","155","3.1","2023-04-11 10:10:02","35.456944","129.326667"
"571",,,"WT4","9.99","2.57","2023-04-11 10:10:02","35.455063","129.327988"
"572",,,"WT5","230","4.45","2023-04-11 10:10:02","35.45512","129.330215"
"573",,,"WT6","275.5","5.35","2023-04-11 10:10:02","35.455124","129.330612"
"574",,,"WT7","198.8","2.98","2023-04-11 10:10:02","35.455727","129.329498"
"575",,,"WT8","274","2","2023-04-11 10:10:02","35.456108","129.3302"
"576",,,"WT1","300.76","3.47","2023-04-11 10:08:56","35.456703","129.328354"
"577",,,"WT2","236","6.4","2023-04-11 10:08:56","35.456997","129.328217"
"578",,,"WT3","226.71","2.4","2023-04-11 10:08:56","35.456944","129.326667"
"579",,,"WT4","43","2.2","2023-04-11 10:08:56","35.455063","129.327988"
"580",,,"WT5","228.67","5.4","2023-04-11 10:08:56","35.45512","129.330215"
"581",,,"WT6","287.02","3.07","2023-04-11 10:08:56","35.455124","129.330612"
"582",,,"WT7","219","2.95","2023-04-11 10:08:56","35.455727","129.329498"
"583",,,"WT8","220","1.5","2023-04-11 10:08:56","35.456108","129.3302"
"584",,,"WT1","288.65","3.58","2023-04-11 10:07:50","35.456703","129.328354"
"585",,,"WT2","214","1.9","2023-04-11 10:07:50","35.456997","129.328217"
"586",,,"WT3","234.3","3.3","2023-04-11 10:07:50","35.456944","129.326667"
"587",,,"WT4","355","2.3","2023-04-11 10:07:50","35.455063","129.327988"
"588",,,"WT5","244.41","3.17","2023-04-11 10:07:50","35.45512","129.330215"
"589",,,"WT6","272.36","2.25","2023-04-11 10:07:50","35.455124","129.330612"
"590",,,"WT7","221.5","1.9","2023-04-11 10:07:50","35.455727","129.329498"
"591",,,"WT8","249.64","2.17","2023-04-11 10:07:50","35.456108","129.3302"
"592",,,"WT1","304.79","2.48","2023-04-11 10:06:44","35.456703","129.328354"
"593",,,"WT2","254.58","2.04","2023-04-11 10:06:44","35.456997","129.328217"
"594",,,"WT3","224.74","2.88","2023-04-11 10:06:44","35.456944","129.326667"
"595",,,"WT4","283.5","2.25","2023-04-11 10:06:44","35.455063","129.327988"
"596",,,"WT5","294.97","4.68","2023-04-11 10:06:44","35.45512","129.330215"
"597",,,"WT6","302","5.7","2023-04-11 10:06:44","35.455124","129.330612"
"598",,,"WT7","235.57","2.43","2023-04-11 10:06:44","35.455727","129.329498"
"599",,,"WT8","211.88","2.93","2023-04-11 10:06:44","35.456108","129.3302"
"600",,,"WT1","277.11","3.14","2023-04-11 10:05:38","35.456703","129.328354"
"601",,,"WT2","316","2.6","2023-04-11 10:05:38","35.456997","129.328217"
"602",,,"WT3","223.95","1.67","2023-04-11 10:05:38","35.456944","129.326667"
"603",,,"WT4","51.5","2.4","2023-04-11 10:05:38","35.455063","129.327988"
"604",,,"WT5","228.27","4.35","2023-04-11 10:05:38","35.45512","129.330215"
"605",,,"WT6","294","3.65","2023-04-11 10:05:38","35.455124","129.330612"
"606",,,"WT7","210.6","3.53","2023-04-11 10:05:38","35.455727","129.329498"
"607",,,"WT8","196.36","4.4","2023-04-11 10:05:38","35.456108","129.3302"
"608",,,"WT1","290.71","3.18","2023-04-11 10:04:32","35.456703","129.328354"
"609",,,"WT2","232","4.9","2023-04-11 10:04:32","35.456997","129.328217"
"610",,,"WT3","233.22","2.65","2023-04-11 10:04:32","35.456944","129.326667"
"611",,,"WT4","0","11.7","2023-04-11 10:04:32","35.455063","129.327988"
"612",,,"WT5","231.5","4.25","2023-04-11 10:04:32","35.45512","129.330215"
"613",,,"WT6","264.63","1.9","2023-04-11 10:04:32","35.455124","129.330612"
"614",,,"WT7","200.77","2.65","2023-04-11 10:04:32","35.455727","129.329498"
"615",,,"WT8","197.62","2.97","2023-04-11 10:04:32","35.456108","129.3302"
"616",,,"WT1","316.75","3.15","2023-04-11 10:03:26","35.456703","129.328354"
"617",,,"WT2","250.18","1.93","2023-04-11 10:03:26","35.456997","129.328217"
"618",,,"WT3","172.47","3.1","2023-04-11 10:03:26","35.456944","129.326667"
"619",,,"WT4","214","2.8","2023-04-11 10:03:26","35.455063","129.327988"
"620",,,"WT5","231","7.02","2023-04-11 10:03:26","35.45512","129.330215"
"621",,,"WT6","273.33","5.8","2023-04-11 10:03:26","35.455124","129.330612"
"622",,,"WT7","203.76","3.05","2023-04-11 10:03:26","35.455727","129.329498"
"623",,,"WT8","0","4.4","2023-04-11 10:03:26","35.456108","129.3302"
"624",,,"WT1","320.36","3.23","2023-04-11 10:02:20","35.456703","129.328354"
"625",,,"WT2","238.22","3.3","2023-04-11 10:02:20","35.456997","129.328217"
"626",,,"WT3","162.52","2.73","2023-04-11 10:02:20","35.456944","129.326667"
"627",,,"WT4","236.52","2.3","2023-04-11 10:02:20","35.455063","129.327988"
"628",,,"WT5","226.21","5.52","2023-04-11 10:02:20","35.45512","129.330215"
"629",,,"WT6","285.48","4.32","2023-04-11 10:02:20","35.455124","129.330612"
"630",,,"WT7","217.89","2.6","2023-04-11 10:02:20","35.455727","129.329498"
"631",,,"WT8","239.11","2.35","2023-04-11 10:02:20","35.456108","129.3302"
"632",,,"WT1","310.23","2.7","2023-04-11 10:01:14","35.456703","129.328354"
"633",,,"WT2","232.74","2.24","2023-04-11 10:01:14","35.456997","129.328217"
"634",,,"WT3","245.5","2.36","2023-04-11 10:01:14","35.456944","129.326667"
"635",,,"WT4","351","1.85","2023-04-11 10:01:14","35.455063","129.327988"
"636",,,"WT5","276","3.2","2023-04-11 10:01:14","35.45512","129.330215"
"637",,,"WT6","268.79","4.1","2023-04-11 10:01:14","35.455124","129.330612"
"638",,,"WT7","218.8","3.6","2023-04-11 10:01:14","35.455727","129.329498"
"639",,,"WT8","242","2.9","2023-04-11 10:01:14","35.456108","129.3302"
"640",,,"WT1","319.23","2.67","2023-04-11 10:00:08","35.456703","129.328354"
"641",,,"WT2","228.82","3.34","2023-04-11 10:00:08","35.456997","129.328217"
"642",,,"WT3","154","2.95","2023-04-11 10:00:08","35.456944","129.326667"
"643",,,"WT4","227.64","5.2","2023-04-11 10:00:08","35.455063","129.327988"
"644",,,"WT5","226.33","4.33","2023-04-11 10:00:08","35.45512","129.330215"
"645",,,"WT6","291.74","3.3","2023-04-11 10:00:08","35.455124","129.330612"
"646",,,"WT7","212.57","3.35","2023-04-11 10:00:08","35.455727","129.329498"
"647",,,"WT8","274.34","4.03","2023-04-11 10:00:08","35.456108","129.3302"
"648",,,"WT1","322.18","5.24","2023-04-11 09:59:02","35.456703","129.328354"
"649",,,"WT2","255.45","3.8","2023-04-11 09:59:02","35.456997","129.328217"
"650",,,"WT3","254.21","2.65","2023-04-11 09:59:02","35.456944","129.326667"
"651",,,"WT4","260.5","5.95","2023-04-11 09:59:02","35.455063","129.327988"
"652",,,"WT5","227.68","4.5","2023-04-11 09:59:02","35.45512","129.330215"
"653",,,"WT6","282.44","6.6","2023-04-11 09:59:02","35.455124","129.330612"
"654",,,"WT7","209.33","3.17","2023-04-11 09:59:02","35.455727","129.329498"
"655",,,"WT8","251.2","4.4","2023-04-11 09:59:02","35.456108","129.3302"
"656",,,"WT1","242.35","3.5","2023-04-11 09:57:56","35.456703","129.328354"
"657",,,"WT2","233.98","2.5","2023-04-11 09:57:56","35.456997","129.328217"
"658",,,"WT3","50","1.85","2023-04-11 09:57:56","35.456944","129.326667"
"659",,,"WT4","247.44","2.05","2023-04-11 09:57:56","35.455063","129.327988"
"660",,,"WT5","232.37","5.97","2023-04-11 09:57:56","35.45512","129.330215"
"661",,,"WT6","285.68","3.27","2023-04-11 09:57:56","35.455124","129.330612"
"662",,,"WT7","209.52","3.97","2023-04-11 09:57:56","35.455727","129.329498"
"663",,,"WT8","215","2.9","2023-04-11 09:57:56","35.456108","129.3302"
"664",,,"WT1","215.26","5.3","2023-04-11 09:56:50","35.456703","129.328354"
"665",,,"WT2","251","2","2023-04-11 09:56:50","35.456997","129.328217"
"666",,,"WT3","241.59","2.48","2023-04-11 09:56:50","35.456944","129.326667"
"667",,,"WT4","5.66","1.6","2023-04-11 09:56:50","35.455063","129.327988"
"668",,,"WT5","299","2.73","2023-04-11 09:56:50","35.45512","129.330215"
